"year","state","ecvotes","dem","rep","other","total"
1900,"Georgia",13,81180,34260,5970,121410
1900,"Idaho",3,29414,27198,1302,57914
1900,"Illinois",24,503061,597985,30851,1131897
1900,"Indiana",15,309584,336063,18447,664094
1900,"Iowa",13,209265,307808,13282,530355
1900,"Kansas",10,162601,185955,5210,353766
1900,"Kentucky",13,235126,227132,6007,468265
1900,"Louisiana",8,53668,14234,4,67906
1900,"Maine",6,36822,65412,3459,105693
1900,"Maryland",8,122238,136185,6011,264434
1900,"Massachusetts",15,156997,238866,18941,414804
1900,"Michigan",14,211685,316269,16425,544379
1900,"Minnesota",9,112901,190461,12949,316311
1900,"Mississippi",9,51706,5707,1642,59055
1900,"Missouri",17,351922,314092,17642,683656
1900,"Montana",3,37311,25409,1136,63856
1900,"Nebraska",8,114013,121835,5582,241430
1900,"Nevada",3,6347,3849,0,10196
1900,"New Hampshire",4,35489,54799,2076,92364
1900,"New Jersey",10,164879,221754,14573,401206
1900,"New York",36,678462,822013,47567,1548042
1900,"North Carolina",11,157733,132997,1788,292518
1900,"North Dakota",3,20531,35898,1362,57791
1900,"Ohio",23,474882,543918,21273,1040073
1900,"Oregon",4,32810,46172,4269,83251
1900,"Pennsylvania",32,424232,712665,36313,1173210
1900,"Rhode Island",4,19812,33784,2952,56548
1900,"South Carolina",9,47233,3579,0,50812
1900,"South Dakota",4,39544,54530,2050,96124
1900,"Tennessee",12,145240,123108,5512,273860
1900,"Texas",15,267432,130641,25633,423706
1900,"Utah",3,45006,47139,1044,93189
1900,"Vermont",4,12849,42569,794,56212
1900,"Virginia",12,146079,115769,2360,264208
1900,"Washington",4,44833,57456,5235,107524
1900,"West Virginia",6,98807,119829,2160,220796
1900,"Wisconsin",12,159163,265760,17578,442501
1900,"Wyoming",3,10164,14482,41,24687
1904,"Alabama",11,79857,22472,6516,108845
1904,"Arkansas",9,64434,46860,5127,116421
1904,"California",10,89404,205226,37248,331878
1904,"Colorado",5,100105,134661,8901,243667
1904,"Connecticut",7,72909,111089,7130,191128
1904,"Delaware",3,19347,23705,804,43856
1904,"Florida",5,27046,8314,3949,39309
1904,"Georgia",13,83466,24004,23516,130986
1904,"Idaho",3,18480,47783,6315,72578
1904,"Illinois",27,327606,632645,116248,1076499
1904,"Indiana",15,274345,368289,39551,682185
1904,"Iowa",13,149276,308158,28659,486093
1904,"Kansas",10,86174,212955,29432,328561
1904,"Kentucky",13,217170,205457,13319,435946
1904,"Louisiana",9,47708,5205,995,53908
1904,"Maine",6,27642,65432,3949,97023
1904,"Maryland",8,109446,109497,5286,224229
1904,"Massachusetts",16,165746,257822,21541,445109
1904,"Michigan",14,135392,364957,24678,525027
1904,"Minnesota",11,55187,216651,21022,292860
1904,"Mississippi",10,53480,3280,1961,58721
1904,"Missouri",18,296312,321449,26100,643861
1904,"Montana",3,21773,34932,7739,64444
1904,"Nebraska",8,52921,138558,34253,225732
1904,"Nevada",3,3982,6864,1269,12115
1904,"New Hampshire",4,34074,54163,1924,90161
1904,"New Jersey",12,164566,245164,22817,432547
1904,"New York",39,683981,859533,74256,1617770
1904,"North Carolina",12,124091,82442,1285,207818
1904,"North Dakota",4,14273,52595,3146,70014
1904,"Ohio",23,344674,600095,59624,1004393
1904,"Oregon",4,17521,60455,12178,90154
1904,"Pennsylvania",34,337998,840949,57791,1236738
1904,"Rhode Island",4,24839,41605,2212,68656
1904,"South Carolina",9,52563,2554,1,55118
1904,"South Dakota",4,21969,72083,7343,101395
1904,"Tennessee",12,131653,105363,5734,242750
1904,"Texas",18,167200,51242,15566,234008
1904,"Utah",3,33413,62446,5813,101672
1904,"Vermont",4,9777,40459,1652,51888
1904,"Virginia",12,80649,48180,1581,130410
1904,"Washington",5,28098,101540,15513,145151
1904,"West Virginia",7,100855,132620,6511,239986
1904,"Wisconsin",13,124205,280315,38921,443441
1904,"Wyoming",3,8930,20489,1289,30708
1908,"Alabama",11,74374,25372,5186,104932
1908,"Arkansas",9,87015,56624,8183,151822
1908,"California",10,127492,214398,44707,386597
1908,"Colorado",5,126644,123693,13521,263858
1908,"Connecticut",7,68255,112915,8833,190003
1908,"Delaware",3,22055,25014,938,48007
1908,"Florida",5,31104,10654,7602,49360
1908,"Georgia",13,72350,41355,18799,132504
1908,"Idaho",3,36162,52621,8510,97293
1908,"Illinois",27,450810,629932,74512,1155254
1908,"Indiana",15,338262,348993,33871,721126
1908,"Iowa",13,200771,275209,18789,494769
1908,"Kansas",10,161209,197216,17521,375946
1908,"Kentucky",13,244092,235711,10916,490719
1908,"Louisiana",9,63568,8958,2591,75117
1908,"Maine",6,35403,66987,3946,106336
1908,"Maryland",8,115908,116513,6110,238531
1908,"Massachusetts",16,155543,265966,35410,456919
1908,"Michigan",14,175771,335580,30479,541830
1908,"Minnesota",11,109401,195843,26060,331304
1908,"Mississippi",10,60287,4363,2254,66904
1908,"Missouri",18,346574,347203,22150,715927
1908,"Montana",3,29326,32333,7163,68822
1908,"Nebraska",8,131099,126997,8703,266799
1908,"Nevada",3,11212,10775,2539,24526
1908,"New Hampshire",4,33655,53149,2796,89600
1908,"New Jersey",12,182567,265326,19305,467198
1908,"New York",39,667468,870070,100812,1638350
1908,"North Carolina",12,136928,114887,739,252554
1908,"North Dakota",4,32885,57680,3960,94525
1908,"Ohio",23,502721,572312,46519,1121552
1908,"Oklahoma",7,122363,110474,22146,254983
1908,"Oregon",4,38049,62530,10310,110889
1908,"Pennsylvania",34,448782,745779,72889,1267450
1908,"Rhode Island",4,24706,43942,3669,72317
1908,"South Carolina",9,62288,3945,146,66379
1908,"South Dakota",4,40266,67536,6973,114775
1908,"Tennessee",12,135608,117977,3595,257180
1908,"Texas",18,217302,65666,10789,293757
1908,"Utah",3,42601,61028,4984,108613
1908,"Vermont",4,11496,39552,1635,52683
1908,"Virginia",12,82946,52572,1547,137065
1908,"Washington",5,58691,106062,19126,183879
1908,"West Virginia",7,111418,137869,8818,258105
1908,"Wisconsin",13,166662,247747,40032,454441
1908,"Wyoming",3,14918,20846,1845,37609
1912,"Alabama",12,82438,9717,25714,117869
1912,"Arizona",3,10324,3021,10377,23722
1912,"Arkansas",9,68814,25585,30705,125104
1912,"California",13,283436,3914,390594,677944
1912,"Colorado",6,114232,58386,94262,266880
1912,"Connecticut",7,74561,68324,47519,190404
1912,"Delaware",3,22631,15998,10065,48694
1912,"Florida",6,35343,4279,11215,50837
1912,"Georgia",14,93087,5191,23192,121470
1912,"Idaho",4,33921,32810,39023,105754
1912,"Illinois",29,405048,253593,487532,1146173
1912,"Indiana",15,281890,151267,221317,654474
1912,"Iowa",13,185325,119805,187226,492356
1912,"Kansas",10,143663,74845,147052,365560
1912,"Kentucky",13,219484,115510,117720,452714
1912,"Louisiana",10,60871,3833,14544,79248
1912,"Maine",6,51113,26545,51982,129640
1912,"Maryland",8,112674,54956,64351,231981
1912,"Massachusetts",18,173408,155948,158701,488057
1912,"Michigan",15,150751,152244,247981,550976
1912,"Minnesota",12,106426,64334,163459,334219
1912,"Mississippi",10,57324,1560,5599,64483
1912,"Missouri",18,330746,207821,159999,698566
1912,"Montana",4,27941,18512,33373,79826
1912,"Nebraska",8,109008,54226,86249,249483
1912,"Nevada",3,7986,3196,8933,20115
1912,"New Hampshire",4,34724,32927,20310,87961
1912,"New Jersey",14,178289,88835,165615,432739
1912,"New Mexico",3,20437,17733,11206,49376
1912,"New York",45,655573,455487,477255,1588315
1912,"North Carolina",12,144507,29139,70272,243918
1912,"North Dakota",5,29555,23090,33935,86580
1912,"Ohio",24,424834,278168,334092,1037094
1912,"Oklahoma",10,119156,90786,43859,253801
1912,"Oregon",5,47064,34673,55303,137040
1912,"Pennsylvania",38,395637,273360,548739,1217736
1912,"Rhode Island",5,30412,27703,19779,77894
1912,"South Carolina",9,48357,536,1512,50405
1912,"South Dakota",5,48942,0,67383,116325
1912,"Tennessee",12,133021,60475,58437,251933
1912,"Texas",20,219489,28530,53759,301778
1912,"Utah",4,36579,42100,33707,112386
1912,"Vermont",4,15354,23332,24156,62842
1912,"Virginia",12,90332,23288,23356,136976
1912,"Washington",7,86840,70445,165514,322799
1912,"West Virginia",8,113197,56754,98877,268828
1912,"Wisconsin",13,164230,130596,105149,399975
1912,"Wyoming",3,15310,14560,12426,42296
1916,"Alabama",12,99409,28662,2657,130728
1916,"Arizona",3,33170,20524,4327,58021
1916,"Arkansas",9,112211,48879,9014,170104
1916,"California",13,466289,462516,70798,999603
1916,"Colorado",6,178816,102308,13251,294375
1916,"Connecticut",7,99786,106514,7574,213874
1916,"Delaware",3,24753,26011,1046,51810
1916,"Florida",6,55984,14611,10139,80734
1916,"Georgia",14,127754,11294,21633,160681
1916,"Idaho",4,70054,55368,9193,134615
1916,"Illinois",29,950229,1152549,89929,2192707
1916,"Indiana",15,334063,341005,43780,718848
1916,"Iowa",13,221699,280439,14806,516944
1916,"Kansas",10,314588,277658,37567,629813
1916,"Kentucky",13,269990,241854,8231,520075
1916,"Louisiana",10,79875,6466,6641,92982
1916,"Maine",6,64033,69508,2773,136314
1916,"Maryland",8,138359,117347,6333,262039
1916,"Massachusetts",18,247894,268784,15154,531832
1916,"Michigan",15,286775,339097,25101,650973
1916,"Minnesota",12,179152,179544,28668,387364
1916,"Mississippi",10,80422,4253,2004,86679
1916,"Missouri",18,398032,369339,19398,786769
1916,"Montana",4,101063,66750,9866,177679
1916,"Nebraska",8,158827,117771,10717,287315
1916,"Nevada",3,17776,12127,3413,33316
1916,"New Hampshire",4,43781,43725,1621,89127
1916,"New Jersey",14,211018,268982,14442,494442
1916,"New Mexico",3,33527,31152,2108,66787
1916,"New York",45,759426,879238,67641,1706305
1916,"North Carolina",12,168383,120890,562,289835
1916,"North Dakota",5,55206,53471,6713,115390
1916,"Ohio",24,604161,514753,46172,1165086
1916,"Oklahoma",10,148113,97233,47070,292416
1916,"Oregon",5,120087,126813,14750,261650
1916,"Pennsylvania",38,521784,703823,71685,1297292
1916,"Rhode Island",5,40394,44858,2564,87816
1916,"South Carolina",9,61846,1550,556,63952
1916,"South Dakota",5,59191,64217,5534,128942
1916,"Tennessee",12,153280,116223,2687,272190
1916,"Texas",20,286514,64999,20948,372461
1916,"Utah",4,84145,54137,4864,143146
1916,"Vermont",4,22708,40250,1517,64475
1916,"Virginia",12,102824,49356,1812,153992
1916,"Washington",7,183388,167208,30398,380994
1916,"West Virginia",8,140403,143124,6325,289852
1916,"Wisconsin",13,191363,220822,34949,447134
1916,"Wyoming",3,28316,21698,1826,51840
1920,"Alabama",12,160560,96589,3158,260307
1920,"Arizona",3,29546,37016,0,66562
1920,"Arkansas",9,107409,71117,5111,183637
1920,"California",13,229191,624992,89867,944050
1920,"Colorado",6,104936,173248,13869,292053
1920,"Connecticut",7,120721,229238,15559,365518
1920,"Delaware",3,39911,52858,2106,94875
1920,"Florida",6,90515,44853,10313,145681
1920,"Georgia",14,107162,41089,465,148716
1920,"Idaho",4,46579,88975,70,135624
1920,"Illinois",29,534395,1420480,139839,2094714
1920,"Indiana",15,511364,696370,55230,1262964
1920,"Iowa",13,227921,634674,32487,895082
1920,"Kansas",10,185464,369268,15586,570318
1920,"Kentucky",13,456497,452480,9659,918636
1920,"Louisiana",10,87519,38538,339,126396
1920,"Maine",6,58961,136355,2524,197840
1920,"Maryland",8,180626,236117,11700,428443
1920,"Massachusetts",18,276691,681153,35874,993718
1920,"Michigan",15,233450,762865,52096,1048411
1920,"Minnesota",12,142994,519421,73423,735838
1920,"Mississippi",10,69277,11576,1639,82492
1920,"Missouri",18,574799,727162,30839,1332800
1920,"Montana",4,57372,109430,12204,179006
1920,"Nebraska",8,119608,247498,15637,382743
1920,"Nevada",3,9851,15479,1864,27194
1920,"New Hampshire",4,62662,95196,1234,159092
1920,"New Jersey",14,256887,611541,35515,903943
1920,"New Mexico",3,46668,57634,1104,105406
1920,"New York",45,781238,1871167,246108,2898513
1920,"North Carolina",12,305447,232848,463,538758
1920,"North Dakota",5,37422,160072,8282,205776
1920,"Ohio",24,780037,1182022,59594,2021653
1920,"Oklahoma",10,217053,243831,25726,486610
1920,"Oregon",5,80019,143592,14911,238522
1920,"Pennsylvania",38,503843,1218216,130557,1852616
1920,"Rhode Island",5,55062,107463,5456,167981
1920,"South Carolina",9,64170,2610,28,66808
1920,"South Dakota",5,35938,110692,35607,182237
1920,"Tennessee",12,206558,219829,2239,428626
1920,"Texas",20,288767,114538,83336,486641
1920,"Utah",4,56639,81555,7634,145828
1920,"Vermont",4,20919,68212,830,89961
1920,"Virginia",12,141670,87456,1873,230999
1920,"Washington",7,84298,223137,91280,398715
1920,"West Virginia",8,220789,282007,7146,509942
1920,"Wisconsin",13,113422,498576,89282,701280
1920,"Wyoming",3,17429,35091,2180,54700
1924,"Alabama",12,113138,40615,8602,162355
1924,"Arizona",3,26235,30516,17210,73961
1924,"Arkansas",9,84795,40564,13173,138532
1924,"California",13,105514,733250,443136,1281900
1924,"Colorado",6,75238,195171,71851,342260
1924,"Connecticut",7,110184,246322,43789,400295
1924,"Delaware",3,33445,52441,4999,90885
1924,"Florida",6,62083,30633,16438,109154
1924,"Georgia",14,123200,30300,13077,166577
1924,"Idaho",4,24256,69879,54160,148295
1924,"Illinois",29,576975,1453321,439771,2470067
1924,"Indiana",15,492245,703042,77103,1272390
1924,"Iowa",13,160382,537458,278930,976770
1924,"Kansas",10,156319,407671,98464,662454
1924,"Kentucky",13,374855,398966,41511,815332
1924,"Louisiana",10,93218,24670,4063,121951
1924,"Maine",6,41964,138440,11788,192192
1924,"Maryland",8,148072,162414,48144,358630
1924,"Massachusetts",18,280831,703476,145530,1129837
1924,"Michigan",15,152359,874631,133429,1160419
1924,"Minnesota",12,55913,420759,345474,822146
1924,"Mississippi",10,100474,8494,3494,112462
1924,"Missouri",18,572753,648486,86719,1307958
1924,"Montana",4,33805,74138,66480,174423
1924,"Nebraska",8,137289,218585,108299,464173
1924,"Nevada",3,5909,11243,9769,26921
1924,"New Hampshire",4,57201,98575,8993,164769
1924,"New Jersey",14,297743,675162,113174,1086079
1924,"New Mexico",3,48542,54745,9543,112830
1924,"New York",45,950796,1820058,493085,3263939
1924,"North Carolina",12,284270,191753,6664,482687
1924,"North Dakota",5,13858,94931,90292,199081
1924,"Ohio",24,477888,1176130,362219,2016237
1924,"Oklahoma",10,255798,226242,46375,528415
1924,"Oregon",5,67589,142579,69320,279488
1924,"Pennsylvania",38,409192,1401481,334177,2144850
1924,"Rhode Island",5,76606,125286,8223,210115
1924,"South Carolina",9,49008,1123,621,50752
1924,"South Dakota",5,27214,101299,75355,203868
1924,"Tennessee",12,158682,130728,10810,300220
1924,"Texas",20,484605,130023,42881,657509
1924,"Utah",4,47001,77327,32662,156990
1924,"Vermont",4,16124,80498,6295,102917
1924,"Virginia",12,139716,73312,10574,223602
1924,"Washington",7,42842,220224,158483,421549
1924,"West Virginia",8,257232,288635,37795,583662
1924,"Wisconsin",13,68115,311614,461097,840826
1924,"Wyoming",3,12868,41858,25174,79900
1928,"Alabama",12,127796,120725,460,248981
1928,"Arizona",3,38537,52533,184,91254
1928,"Arkansas",9,119196,77751,746,197693
1928,"California",13,614365,1162323,19968,1796656
1928,"Colorado",6,133131,253872,5239,392242
1928,"Connecticut",7,252085,296641,4398,553124
1928,"Delaware",3,36643,68860,388,105891
1928,"Florida",6,101764,144168,7742,253674
1928,"Georgia",14,129602,99368,188,229158
1928,"Idaho",4,52926,97322,1293,151541
1928,"Illinois",29,1313817,1769141,24531,3107489
1928,"Indiana",15,562691,848290,10333,1421314
1928,"Iowa",13,379311,623570,6608,1009489
1928,"Kansas",10,193003,513672,6525,713200
1928,"Kentucky",13,381070,558734,1470,941274
1928,"Louisiana",10,164655,51160,18,215833
1928,"Maine",6,81179,179923,1069,262171
1928,"Maryland",8,223626,301479,3243,528348
1928,"Massachusetts",18,792758,775566,9499,1577823
1928,"Michigan",15,396762,965396,9924,1372082
1928,"Minnesota",12,396451,560977,13548,970976
1928,"Mississippi",10,124539,27153,0,151692
1928,"Missouri",18,662562,834080,4079,1500721
1928,"Montana",4,78578,113300,2230,194108
1928,"Nebraska",8,197959,345745,3440,547144
1928,"Nevada",3,14090,18327,0,32417
1928,"New Hampshire",4,80715,115404,638,196757
1928,"New Jersey",14,616517,926050,6814,1549381
1928,"New Mexico",3,48211,69645,158,118014
1928,"New York",45,2089863,2193344,122419,4405626
1928,"North Carolina",12,286227,348923,0,635150
1928,"North Dakota",5,106648,131441,1778,239867
1928,"Ohio",24,864210,1627546,16590,2508346
1928,"Oklahoma",10,219174,394046,5207,618427
1928,"Oregon",5,109223,205341,5378,319942
1928,"Pennsylvania",38,1067586,2055382,27642,3150610
1928,"Rhode Island",5,118973,117522,699,237194
1928,"South Carolina",9,62700,5858,47,68605
1928,"South Dakota",5,102660,157603,1602,261865
1928,"Tennessee",12,167343,195388,742,363473
1928,"Texas",20,341032,367036,931,708999
1928,"Utah",4,80985,94618,1000,176603
1928,"Vermont",4,44440,90404,347,135191
1928,"Virginia",12,140146,164609,603,305358
1928,"Washington",7,156772,335844,8224,500840
1928,"West Virginia",8,263784,375551,3417,642752
1928,"Wisconsin",13,450259,544205,22367,1016831
1928,"Wyoming",3,29299,52748,788,82835
1932,"Alabama",11,207910,34675,2769,245354
1932,"Arizona",3,79264,36104,2883,118251
1932,"Arkansas",9,189602,28467,2493,220562
1932,"California",22,1324157,847902,95907,2267966
1932,"Colorado",6,250877,189617,17202,457696
1932,"Connecticut",8,281632,288420,24131,594183
1932,"Delaware",3,54319,57073,1509,112901
1932,"Florida",7,206307,69170,775,276252
1932,"Georgia",12,234118,19863,1609,255590
1932,"Idaho",4,109479,71417,5729,186625
1932,"Illinois",29,1882304,1432756,92866,3407926
1932,"Indiana",14,862054,677184,37689,1576927
1932,"Iowa",11,598019,414433,24235,1036687
1932,"Kansas",9,424204,349498,18276,791978
1932,"Kentucky",11,580574,394716,7773,983063
1932,"Louisiana",10,249418,18853,533,268804
1932,"Maine",5,128907,166631,2906,298444
1932,"Maryland",8,314314,184184,12556,511054
1932,"Massachusetts",17,800148,736959,43007,1580114
1932,"Michigan",19,871700,739894,53171,1664765
1932,"Minnesota",11,600806,363959,38078,1002843
1932,"Mississippi",9,140168,5180,686,146034
1932,"Missouri",15,1025406,564713,19775,1609894
1932,"Montana",4,127286,78078,11115,216479
1932,"Nebraska",7,359082,201177,9878,570137
1932,"Nevada",3,28756,12674,0,41430
1932,"New Hampshire",4,100680,103629,1211,205520
1932,"New Jersey",16,806630,775684,47749,1630063
1932,"New Mexico",3,95089,54217,2300,151606
1932,"New York",47,2534959,1937963,215692,4688614
1932,"North Carolina",13,497566,208344,5591,711501
1932,"North Dakota",4,178350,71772,6168,256290
1932,"Ohio",26,1301695,1227319,80714,2609728
1932,"Oklahoma",11,516468,188165,0,704633
1932,"Oregon",5,213871,136019,18918,368808
1932,"Pennsylvania",36,1295948,1453540,109689,2859177
1932,"Rhode Island",4,146604,115266,4300,266170
1932,"South Carolina",8,102347,1978,82,104407
1932,"South Dakota",4,183515,99212,5711,288438
1932,"Tennessee",11,259473,126752,4031,390256
1932,"Texas",23,760348,97959,5119,863426
1932,"Utah",4,116750,84795,5033,206578
1932,"Vermont",3,56266,78984,1730,136980
1932,"Virginia",11,203979,89637,4326,297942
1932,"Washington",8,353260,208645,52909,614814
1932,"West Virginia",8,405124,330731,7919,743774
1932,"Wisconsin",12,707410,347741,59657,1114808
1932,"Wyoming",3,54370,39583,3009,96962
1936,"Alabama",11,238196,35358,2190,275744
1936,"Arizona",3,86722,33433,4008,124163
1936,"Arkansas",9,146765,32039,619,179423
1936,"California",22,1766836,836431,35615,2638882
1936,"Colorado",6,295021,181267,12396,488684
1936,"Connecticut",8,382129,278685,29909,690723
1936,"Delaware",3,69702,57236,665,127603
1936,"Florida",7,249117,78248,67,327432
1936,"Georgia",12,255364,36942,872,293178
1936,"Idaho",4,125683,66256,7678,199617
1936,"Illinois",29,2282999,1570393,103130,3956522
1936,"Indiana",14,934974,691570,24353,1650897
1936,"Iowa",11,621756,487977,33000,1142733
1936,"Kansas",9,464520,397727,3267,865514
1936,"Kentucky",11,541944,369702,14560,926206
1936,"Louisiana",10,292894,36791,93,329778
1936,"Maine",5,126333,168823,9084,304240
1936,"Maryland",8,389612,231435,3849,624896
1936,"Massachusetts",17,942716,768613,129028,1840357
1936,"Michigan",19,1016794,699733,88571,1805098
1936,"Minnesota",11,698811,350461,80703,1129975
1936,"Mississippi",9,157333,4467,342,162142
1936,"Missouri",15,1111043,697891,19701,1828635
1936,"Montana",4,159690,63598,7224,230512
1936,"Nebraska",7,347445,247731,12847,608023
1936,"Nevada",3,31925,11923,0,43848
1936,"New Hampshire",4,108460,104642,5012,218114
1936,"New Jersey",16,1083850,720322,16265,1820437
1936,"New Mexico",3,106037,61727,1372,169136
1936,"New York",47,3293222,2180670,122506,5596398
1936,"North Carolina",13,616141,223283,40,839464
1936,"North Dakota",4,163148,72751,37817,273716
1936,"Ohio",26,1747140,1127855,137594,3012589
1936,"Oklahoma",11,501069,245122,3549,749740
1936,"Oregon",5,266733,122706,24582,414021
1936,"Pennsylvania",36,2353987,1690200,94239,4138426
1936,"Rhode Island",4,165238,125031,20909,311178
1936,"South Carolina",8,113791,1646,0,115437
1936,"South Dakota",4,160137,125977,10338,296452
1936,"Tennessee",11,327083,146520,1935,475538
1936,"Texas",23,739952,104661,5123,849736
1936,"Utah",4,150246,64555,1876,216677
1936,"Vermont",3,62124,81023,542,143689
1936,"Virginia",11,234980,98336,1274,334590
1936,"Washington",8,459579,206892,25867,692338
1936,"West Virginia",8,502582,325358,2005,829945
1936,"Wisconsin",12,802984,380828,74748,1258560
1936,"Wyoming",3,62624,38739,2019,103382
1940,"Alabama",11,250726,42184,1309,294219
1940,"Arizona",3,95267,54030,742,150039
1940,"Arkansas",9,158622,42121,0,200743
1940,"California",22,1877618,1351419,39754,3268791
1940,"Colorado",6,265554,279576,3874,549004
1940,"Connecticut",8,417621,361819,2062,781502
1940,"Delaware",3,74599,61440,335,136374
1940,"Florida",7,359334,126158,0,485492
1940,"Georgia",12,265194,46360,997,312551
1940,"Idaho",4,127842,106553,773,235168
1940,"Illinois",29,2149934,2047240,20761,4217935
1940,"Indiana",14,874063,899466,9218,1782747
1940,"Iowa",11,578800,632370,4260,1215430
1940,"Kansas",9,364725,489169,6403,860297
1940,"Kentucky",11,557322,410384,2457,970163
1940,"Louisiana",10,319751,52446,108,372305
1940,"Maine",5,156478,163951,411,320840
1940,"Maryland",8,384546,269534,6037,660117
1940,"Massachusetts",17,1076522,939700,10771,2026993
1940,"Michigan",19,1032991,1039917,13021,2085929
1940,"Minnesota",11,644196,596274,10718,1251188
1940,"Mississippi",9,168267,7364,193,175824
1940,"Missouri",15,958476,871009,4244,1833729
1940,"Montana",4,145698,99579,2596,247873
1940,"Nebraska",7,263677,352201,0,615878
1940,"Nevada",3,31945,21229,0,53174
1940,"New Hampshire",4,125292,110127,0,235419
1940,"New Jersey",16,1016808,945475,10269,1972552
1940,"New Mexico",3,103699,79315,244,183258
1940,"New York",47,3251918,3027478,34501,6313897
1940,"North Carolina",13,609015,213633,0,822648
1940,"North Dakota",4,124036,154590,2149,280775
1940,"Ohio",26,1733139,1586773,0,3319912
1940,"Oklahoma",11,474313,348872,3027,826212
1940,"Oregon",5,258415,219555,3270,481240
1940,"Pennsylvania",36,2171035,1889848,17831,4078714
